31.228110,121.487423,1
31.228172,121.487409,-1
31.228172,121.487380,-1
31.227752,121.487468,2
31.227881,121.488345,-1
31.227920,121.488766,-1
31.227894,121.489169,-1
31.227858,121.490537,3
31.227846,121.491199,-1
31.227846,121.491931,-1
31.227839,121.492594,4
31.227571,121.492672,-1
31.226773,121.492833,-1
31.226174,121.492940,-1
31.226092,121.492918,-1
31.225812,121.492945,-1
31.225787,121.492977,-1
31.225764,121.493039,-1
31.225431,121.493109,5
31.225647,121.493940,-1
31.225704,121.494152,-1
31.225699,121.494522,-1
31.225654,121.494624,-1
31.225475,121.494973,-1
31.225424,121.495112,-1
31.225374,121.495429,6
31.225103,121.495354,-1
31.224807,121.495311,-1
31.224521,121.495298,-1
31.223186,121.495475,-1
31.222761,121.495512,-1
31.222633,121.495493,7
31.222562,121.496250,-1
31.222580,121.496848,-1
31.222612,121.497242,-1
31.222594,121.497341,-1
31.222592,121.497540,-1
31.222649,121.497926,-1
31.222805,121.498522,8
31.222995,121.499294,-1
31.223112,121.499796,9
31.222236,121.500410,-1
31.221403,121.500796,10
31.221286,121.500860,-1
31.221731,121.501788,-1
31.222135,121.502757,-1
31.222266,121.503114,11
31.222647,121.504090,12
31.229959,121.503232,-1
31.230298,121.503736,13
31.230968,121.503009,-1
31.231722,121.502161,-1
31.232949,121.500673,-1
31.233358,121.500193,-1
31.233871,121.499600,14
31.233748,121.499401,-1
31.234582,121.498334,-1
31.234335,121.497862,-1
31.234816,121.497277,-1
31.235128,121.496767,-1
31.235857,121.496247,-1
31.236419,121.495912,-1
31.236855,121.495708,-1
31.236919,121.495448,-1
31.237041,121.495391,15
31.237282,121.495636,-1
31.237465,121.495847,-1
31.238032,121.497245,-1
31.238726,121.498629,-1
31.238940,121.499023,16
31.238366,121.499954,-1
31.238201,121.500193,-1
31.238089,121.500201,-1
31.238107,121.500284,-1
31.238176,121.500241,-1
31.238346,121.500244,17
